BaseCourseNo,Slot,CourseName,NewCredit,OfferedforBTechDD,AllocationType,InstructorName,Prerequisite
AS5621,F ,Design and Analysis of Turbomachines,10,Yes,CG,Nagabhushana Rao ,AS3270/3271 or AS5020
AS5640,F ,"Combustion, Explosion and  Detonation",9,Yes,CG,PRAVENDRA KUMAR,
AS5680,F ,High Temperature Gas Dynamics,9,Yes,CG,MURUGANANDAM T M,
AS5880,F ,Mechanics of Damage Tolerance,9,Yes,CG,NAGENDRA GOPAL K V,
AS5970,F ,Structural Dynamics and Aero-elasticity,9,Yes,CG,NAGENDRA GOPAL K V,
AS6010,F ,Hypersonic Flow Theory,9,Yes,CG,SHANKAR GHOSH,
AS6520,F ,Mathematics for Aerospace Engineers,9,No,,SIVASAMBU MAHESH,
BT1020,F ,Material and Energy Balances,11,Yes,ST,VIGNESH MUTHUVIJAYAN,
BT3051,F ,Data Structures and Algorithms for Biology,11,Yes,ST,CHITRA BABU,
BT4230,F ,Environmental Biotechnology,9,Yes,ST,CHANDRARAJ K,
BT5071,F ,Bioreactor Design and Analysis,10,Yes,ST,KRITHIKA RAVI,
BT5170,F ,Membrane Biology and Signal Transduction,9,Yes,ST,GOPALA KRISHNA A,
BT5440,F ,Quantitative and Population Genetics,9,Yes,ST,Himanshu Sinha,
BT6310,F ,Cancer Biology ,9,Yes,ST,KARUNAGARAN D,BT2082; BT3012
BT6320,F ,Protein Interactions: Computational Techniques,9,Yes,ST,MICHAEL GROMIHA M,BT4010; BT2022
BT6330,F ,Physics of Cells,9,Yes,ST,RICHA KARMAKAR,Nil
BT6780,F ,Human Genetics,9,Yes,ST,NITISH R MAHAPATRA,
CE3420,F ,Concrete Technology,9,Yes,SI,MANU SANTHANAM; RADHAKRISHNA G  PILLAI,
CE5120,F ,Maintenance and Rehabilitation of Constructed Facilities,9,Yes,SI,KEERTHANA KIRUPAKARAN; RADHAKRISHNA G  PILLAI,NIL
CE5171,F ,"Water, Sanitation and Hygiene",9,Yes,SI,LIGY PHILIP,
CE5338,F ,Underground Space Technology,9,Yes,SI,VIDYA BHUSHAN MAJI,
CE5515,F ,Global Tectonics and Planetary Seismology,9,Yes,SI,RAGHUKANTH S T G,
CE5590,F ,Pavement Management System,9,Yes,SI,MURALI KRISHNAN J,NIL
CE6011,F ,Smart buildings and automation,9,Yes,SI,BENNY RAPHAEL,NIL
CE6480,F ,Contaminant Transport Modelling,9,No,,MURTY B S,NIL
CE6515,F ,Airfield Pavement Design and Evaluation ,9,Yes,SI,MURALI KRISHNAN J,
CH3150,F ,Renewable Energy Sources,9,Yes,SI,RAGHURAM CHETTY,NIL
CH3170,F ,Ecological Engineering,9,Yes,SI,SUSY VARUGHESE,NIL
CH5014,F ,Interfacial Science and Engineering,9,Yes,SI,UPENDRA NATARAJAN,
CH5017,F ,Data Analysis for Modeling and Monitoring of Reaction Systems,9,Yes,SI,SRIDHARAKUMAR NARASIMHAN,Nil
CH5020,F ,Statistical Design and Analysis of Experiments,9,Yes,SI,KANNAN A,NIL
CH5023,F ,Unconventional Oil and Gas Resources,9,Yes,SI,Rajnish Kumar,
CH5710,F ,Applications of machine learning in reaction engineering,9,Yes,SI,Himanshu Goyal,"•	Ability to program in any one computer language (Python preferred)
•	Undergraduate level understanding of linear algebra and calculus"
CH6760,F ,Hydrodynamics of complex fluids,9,Yes,SI,Sumesh P Thampi,Introduction to fluid mechanics
CS1100,F ,Introduction to Programming,12,No,,Ayon Chakraborty; KRISHNA NANDIVADA V; Nishad; RAGHAVENDRA RAO B V,
CS1100,F ,Introduction to Programming,12,Yes,CG,ARUN RAJKUMAR,
CS1111,F ,Problem Solving using Computers,12,No,,KARTIK NAGAR; MEGHANA NASRE,NIL
CS6014,F ,Computability and Complexity,12,Yes,CG,ANANTHA PADMANABHA MATIKURKE SHANKARA NARAYANA,CS2200 or equivalent for UG
CS6170,F ,Randomized Algorithms,12,Yes,CG,YADU VASUDEV,UGs must have taken CS2800 or equivalent and some probability course. PGs must have taken CS5800 and CS5820.
CS6235,F ,Analysis of Parallel Programs,12,Yes,CG,KRISHNA NANDIVADA V,CS3300 or equivalent
CS6380,F ,Artificial Intelligence,12,Yes,CG,ANANTHA PADMANABHA MATIKURKE SHANKARA NARAYANA; MEGHANA NASRE,COT
CS6600,F ,Computer Architecture ,12,Yes,CG,GOPALAKRISHNAN SRINIVASAN,COT
CS6870,F ,Digital Video Processing,12,Yes,CG,ANURAG MITTAL,
CS6886,F ,Systems Engineering for Deep Learning,12,Yes,CG,GOPALAKRISHNAN SRINIVASAN,CS5691 / EE5177 and CS 2600
CV5100,F ,"Modelling, Uncertainty and Data for Engineers",11,No,,PRAKASH SINGH BADAL; Pradeep; SUDHEENDRA HERKAL,
CV5101,F ,"Modelling, Uncertainty and Data for Engineers",11,No,,Pradeep,
CY7002,F ,Core Concepts in Physical Chemistry,10,No,,EDAMANA PRASAD; RANGA RAO G,Masters in Chemistry / Allied Areas
DA5300,F ,Data Structures for Data Science,15,No,,CHANDRA SHEKAR; HARISH GURUPRASAD RAMASWAMY,
DA5300,F ,Data Structures for Data Science,15,Yes,CG,CHANDRA SHEKAR,
DA5402,F ,Machine Learning Operations Lab,9,Yes,CG,RAVINDRAN B,DA5000/CS6015 and DA5400/CS6591
ED1033,F ,Form and Aesthetics in Design I,6,No,,RAJNY KRISHNAN,
ED1034,F ,Form and Aesthetics in Design II,6,No,,Rajini Krishnan; Rajny Kriishnan; Rajny Krishnan,ED1033
ED1034,F ,Form and Aesthetics in Design II,6,Yes,SI,RAJNY KRISHNAN,ED1033
ED5315,F ,Introduction to Field and Service Robotics,9,Yes,SI,BIJO SEBASTIAN,
EE3006,F ,Principles of Measurement,8,No,,BOBY  GEORGE; Shivananju,NIl
EE3006,F ,Principles of Measurement,8,Yes,ST,BOBY  GEORGE; Shivananju,NIl
EE3006*,F ,Principles of Measurement,8,Yes,ST,BOBY  GEORGE; CHINTHAKA GOONERATNE,NIL
EE4371,F ,Introduction to Data Structures and Algorithms,9,Yes,ST,VENKATESH T G,programming course
EE5121,F ,Convex Optimization,12,Yes,ST,NAIR PRAVIN RAMACHANDRAN,
EE5141,F ,Introduction to Wireless and Cellular Communication,12,Yes,ST,DAVID KOILPILLAI,
EE5343,F ,Solar Cell Device Physics and Materials Technology,12,Yes,ST,DEBDUTTA RAY,Basics of semiconductor devices
EE5346,F ,Introduction to Plastic Electronics,9,Yes,ST,SOUMYA DUTTA,EE3001
EE5347,F ,Quantum Photonics Devices and Technology,9,Yes,ST,BIJOY KRISHNA DAS,
EE5400,F ,Analog and Digital Circuits,12,No,,MATHIAZAGAN C,
EE5402,F ,Industrial Internet-of-Things (IoT),12,Yes,ST,BOBY  GEORGE,"EE3006, for B. Tech., BS and DD"
EE6143,F ,Advanced Topics in Communications,9,No,,DAVID KOILPILLAI,CoT
EE6143,F ,Advanced Topics in Communications,9,Yes,ST,DAVID KOILPILLAI,CoT
EE6203,F ,Power Electronic System Design,9,Yes,ST,Arun Karuppaswamy,EE3203 or EE5200 or COT
EE6262,F ,Advanced Motor Control,9,Yes,ST,SRIRAMA SRINIVAS,Power Electronic Control of Electrical Machines
EE6320,F ,RF Integrated Circuits,12,Yes,ST,ANIRUDDHAN S,EE5310 or EE3002
EE6402,F ,Biomedical Electronic Systems,9,Yes,ST,MOHANASANKAR S,
EE6407,F ,Instrumentation for Ocean Technology,9,Yes,ST,NAGENDRA KRISHNAPURA,nil
EE6500,F ,Integrated Optoelectronics Devices and Circuits,12,Yes,ST,BIJOY KRISHNA DAS,
HS1020,F ,Aspects of Western Philosophy,10,Yes,SI,SATYA SUNDAR SETHY,
HS1080,F ,Korean I,9,Yes,SI,RAJESH KUMAR,
HS1090A,F ,German I,9,Yes,SI,APARNA PAREEK; MILIND BRAHME; SASHIREKHA SRIGIRIRAJU,
HS1091,F ,TAMIL FOR BEGINNERS,9,Yes,SI,RAJESH KUMAR,
HS1100,F ,German II,9,Yes,SI,MILIND BRAHME,HS1090
HS1110A,F ,French I,9,Yes,SI,Krishnaveni K,
HS1210,F ,"English - ""O"" level",0,Yes,SI,RAJESH KUMAR,
HS2040,F ,Indian National Movement,9,Yes,SI,SANTHOSH ABRAHAM,
HS3002,F ,Principles of Economics,9,No,,SUBASH S,
HS3002,F ,Principles of Economics,9,Yes,SI,KRISHNA MALAKAR; MILLIE NIHILA,
HS3002A,F ,Principles of Economics,9,Yes,SI,RAJESH KUMAR; SUBASH S,
HS3002C,F ,Principles of Economics,9,Yes,SI,KRISHNA MALAKAR; M RANGANATHAM,
HS3013,F ,Human Rights and Justice,10,Yes,SI,TABRAZ  S S,
HS3017,F ,Introduction to Linguistics,9,Yes,SI,Anindita Sahoo,
HS3060,F ,Social History of Medicine in Colonial India,9,Yes,SI,JOHN BOSCO LOURDUSAMY,COT
HS3260,F ,Literary Criticism,10,Yes,SI,SREENATH V S,
HS3410,F ,Modern Science in India,9,Yes,SI,JOHN BOSCO LOURDUSAMY,
HS3420,F ,China in Contemporary Global Politics,9,Yes,SI,JOE THOMAS KARACKATTU,
HS4030,F ,Literature and  Life,9,Yes,SI,S P DHANAVEL,
HS4850,F ,Astronomy in India,9,Yes,CG,ADITYA KOLACHANA,
HS4850,F ,Astronomy in India,9,Yes,SI,ADITYA KOLACHANA,
HS4860,F ,Mathematics in India,9,Yes,SI,ADITYA KOLACHANA,
HS5507,F ,International Relations: Theory and Practice,10,Yes,SI,JOE THOMAS KARACKATTU,
HS5559,F ,Indian Constitution - Text and Practice,10,Yes,SI,TABRAZ  S S,
HS5570,F ,Governing AI,9,Yes,SI,RAJESH KUMAR,
HS5609,F ,Indian Aesthetic Thought,10,Yes,SI,SREENATH V S,
HS5679,F ,Tarka Sangraha - Fundamentals of Indian Logic,9,Yes,SI,DEEPAK PARAMASHIVAN,
ID6040,F ,Introduction to Robotics,12,Yes,SI,BIJO SEBASTIAN,
MA5017,F ,Representation Theory,9,Yes,SI,SARANG SHARAD SANE,"ma5310-linear algebra,ma5320-algebra-1"
MA5140,F ,Introduction to Algebraic Topology,9,Yes,SI,VENKATA BALAJI T E,NIL
MA5400,F ,Probability Theory,9,Yes,SI,SHAIJU A J; SUBHAJIT GHOSH,
MA5540,F ,Probability and  Statistics,9,Yes,SI,SRINIVASA RAO MANAM,
MA5750,F ,Applied Statistics,9,Yes,SI,RAKHI SINGH; SHAIJU A J,
MD2007,F ,Physics of Medical Imaging ,9,Yes,SI,BOBY  GEORGE,
MD5008,F ,Control Systems in Biomedical Systems and Devices,9,No,,KRISHNAKUMAR R,
MD5015,F ,Understanding Data for Clinicians,12,No,,KRISHNAKUMAR R,
ME1401,F ,Introduction to Computing for Mechanical Engineers,12,Yes,CG,Pallab Sinha Mahapatra; RATNA KUMAR ANNABATTULA; S Sathyan,
ME3201,F ,Design of Machine Elements,10,No,,ANIRUDH UDUPA; MANOJ PANDEY; Sourav Rakshit,AM1100 and AM2200
ME3201,F ,Design of Machine Elements,10,Yes,CG,ANIRUDH UDUPA; MANOJ PANDEY; Sourav Rakshit,AM1100 and AM2200
ME5001,F ,Prognostics and Health Management of Machine Tools,9,Yes,CG,ARUNACHALAM N,Nil
ME5010,F ,Hybrid and Electric Vehicle Technology,9,Yes,CG,Mayank Mittal,Nil
ME5011,F ,Plasticity and damage mechanics,9,Yes,CG,Hariharan,Strength of materials or equivalent
ME5015,F ,Mathematical Methods in Mechanical Engineering,10,No,,ANIRUDH UDUPA,
ME5132,F ,Refrigeration and  Cryogenics,9,Yes,CG,VENKATARATHNAM G,NIL
ME5204,F ,Finite Element Analysis,9,Yes,CG,RAUSHAN SINGH,COT
ME5210,F ,Applied Mechanics of Materials,9,Yes,CG,RATNA KUMAR ANNABATTULA,
ME5590,F ,Decarbonisation technologies,9,Yes,CG,VARUNKUMAR S,
ME6060,F ,Fundamentals of Combustion,9,Yes,CG,VARUNKUMAR S,COT
ME6121,F ,Microfluidics and Microsystems,9,Yes,CG,ASHIS KUMAR SEN,COT
ME6127,F ,Energy & Environment,9,Yes,CG,SRINIVAS REDDY K,COT
ME6158,F ,Engine Systems & Performance,9,Yes,CG,RAMESH A,COT
ME6166,F ,Combustion Technology,9,Yes,CG,SRIKRISHNA SAHU,COT
ME6225,F ,Failure Analysis and  Design,9,Yes,CG,GNANAMOORTHY R,COT
ME6237,F ,Engineering design of additively manufactured components,9,Yes,CG,GNANAMOORTHY R,
ME6355,F ,Topology optimization,9,Yes,CG,Sourav Rakshit,Finite element methods/COT
ME7790,F ,Heat and  Fluid Flow in Porous Media,9,Yes,CG,ARUNN NARASIMHAN,COT
MM4010,F ,P/M Refractories and Ceramics,10,Yes,ST,SRINIVASA RAO BAKSHI,
MM5010,F ,Advanced Engg. Materials,9,No,,SAMPATHKUMAR T S,COT
MM5014,F ,Physical Foundations of Materials Science,9,No,,SUBRAMANYA SARMA V,
MM5016,F ,Polymers and Colloids: Physics & Applications,9,Yes,CG,Sreeram K. Kalpathy,COT
MM5250,F ,Additive Manufacturing,9,Yes,ST,MURUGAIYAN A,COT
MM5340,F ,Surface Engineering,9,Yes,ST,KAMARAJ M,NIL
MM5700,F ,Topics in Nanomaterials,9,Yes,ST,PRATHAP HARIDOSS,
MM5740,F ,Welding Metallurgy,9,Yes,CG,RAVI SANKAR K,COT
OE1100,F ,Modern scientific computing in programming language,12,Yes,SI,RAJIV SHARMA,COT
OE2034,F ,Ship Resistance and Propulsion,11,Yes,SI,Vijayakumar R,
OE5005,F ,Marine Autonomous Vehicles,10,Yes,SI,Abhilash,Programming
OE5070,F ,Statics and Dynamics of Floating Structures,9,No,,PANNEER SELVAM R; POGULURI SUNNY KUMAR; Vijayakumar R,Nil
OE5546,F ,Underwater Acoustics and Instruments,9,Yes,SI,Tarun K Chandrayadula,Background in vibration or wave propagation preferred but not required
OE5560,F ,Dredging and reclamation,9,No,,MURALI K; NARENDRAN K; THEJESH KUMAR GARALA,
OE5570,F ,Rehabilitation and Retrofitting of Marine structures,9,Yes,SI,NALLAYARASU S,
OE6001,F ,Materials and fabrication of ship and offshore structures,9,Yes,SI,PANNEER SELVAM R,Nil
OE6005,F ,Reliability of Offshore Structures,9,No,,DEEPAK KUMAR,Consent of teacher
OE6310,F ,Powering and Propulsion of Marine Vehicles,9,Yes,SI,ANANTHAKRISHNAN P,Consent of teacher
PE6090,F ,HSE Management in Petroleum & Offshore Engineering,9,No,,Srinivasan Chandrasekaran,nil
PH1050,F ,Foundation of Computational Physics,9,Yes,SI,Prabhat; SAMIR CHOUDHURI,
PH3051,F ,Introduction to Astronomy and Astrophysics,9,Yes,SI,SAMIR CHOUDHURI,
PH5040,F ,Electronics,9,Yes,SI,HARISH KUMAR N; PRAFULLA KUMAR BEHERA,
PH5080,F ,Statistical Physics,10,Yes,SI,ASHWIN JOY,"A first course in quantum mechanics, say PH5100 or PH3520"
PH5462,F ,Magnetism in Solids,9,Yes,SI,PRAHALLAD PADHAN,
PH5620,F ,Coherent and  Quantum Optics,9,Yes,SI,ATHREYA SHANKAR,Quantum Mechanics 1
PH5690,F ,Applied Magnetics,9,Yes,SI,NIRMALA R,
PH5810,F ,Introduction to Softmatter Physics,9,Yes,SI,DILLIP KUMAR SATAPATHY,
PH5814,F ,Laser Physics and Applications,9,Yes,SI,BASUDEV ROY; Jayeeta Bhattacharyya,COT
PH5870,F ,Introduction to General Relativity,9,Yes,SI,Chandra Kant Mishra,
PH5875,F ,Advanced General Relativity,9,Yes,SI,Chandra Kant Mishra,PH5870: Introduction to General Relativity
PH6012,F ,Fundamentals of Semiconductor Physics and Devices,9,Yes,SI,Abhishek Misra,"Basic solid state physics, Familiarity with Band s"
CS1100,F1,Introduction to Programming,12,No,,Aishwarya,
ME1480,F2,Engineering Drawing,7,No,,ANUJ KUMAR TIWARI; BALAKRISHNA RAO; RAMKUMAR P,
AM5030,G ,Linear Dynamical Systems,9,Yes,SI,SAYAN GUPTA,
AM5050,G ,Biomedical Sensors and Measurements,9,No,,SUJATHA N,COT
AM5150,G ,Biomedical Nanotechnology,9,Yes,SI,RAGHAVENDRA SAI V V; SWATHI SUDHAKAR,
AM5545,G ,Introduction to Multiphase flows,9,Yes,SI,MAHESH PANCHAGNULA,
AM5600,G ,Computational Methods in Mechanics,9,Yes,SI,SHUVRANGSU DAS,
AM5650,G ,Nonlinear Dynamics,9,Yes,SI,MAHESH PANCHAGNULA; SAYAN GUPTA,
AS5011,G ,Compressible Fluid Flows,9,No,,NIKHIL KHOBRAGADE,
AS5300,G ,Physical Gas Dynamics,9,Yes,CG,MURUGANANDAM T M,
AS5580,G ,Pseudo-Spectral Methods for Optimal Control,9,Yes,CG,RANJITH MOHAN,
AS5720,G ,Introduction to Rotorcraft Acoustics,9,Yes,CG,Bharath,
AS5850,G ,Finite Element Analysis,9,Yes,CG,SHANTANU SHASHIKANT MULAY,
AS5880,G ,Mechanics of Damage Tolerance,9,Yes,CG,PRASHANT RAWAT,
AS5900,G ,Elasticity,9,Yes,CG,SIVASAMBU MAHESH,
AS6060,G ,Shockwave Dynamics ,9,Yes,CG,RAJESH G,"Thermodynamics, Fluid Dynamics and Gasdynamics/Com"
AS6320,G ,Acoustic Instabilities in Aerospace Prop,9,Yes,CG,SUJITH R I,
AS6520*,G ,Mathematics for Aerospace Engineers,9,No,,Devaprakash Muniraj; MURTHY H S N,
BT2012,G ,Genetics,10,Yes,ST,BASKAR R,
BT2061,G ,Biochemical Thermodynamics,11,Yes,ST,GUHAN JAYARAMAN,
BT3012,G ,Molecular Biology,10,No,,GOPALA KRISHNA A,
BT3040,G ,Bioinformatics,11,Yes,ST,MICHAEL GROMIHA M,
BT3051,G ,Data Structures and Algorithms for Biology,11,Yes,ST,CHITRA BABU,
BT5061,G ,Cellular Engineering,9,Yes,ST,Shantanu Pradhan,
BT5130,G ,Tissue Engineering ,10,Yes,ST,Shantanu Pradhan,
BT5260,G ,Plant Cell Bioprocessing,9,Yes,ST,SMITA SRIVASTAVA,
BT5360,G ,Reactive Species in Medical and Related Technologies,9,Yes,ST,SURAISHKUMAR G K,
BT5480,G ,Stem cells and Regenerative Medicine,9,Yes,ST,GREESHMA THRIVIKRAMAN,
BT5490,G ,Molecular Epigenetics,9,Yes,ST,ARUMUGAM,
CE3310,G ,Advanced Structural Analysis,9,Yes,SI,ARUL JAYACHANDRAN S,
CE3510,G ,Ground Improvement,9,Yes,SI,ROBINSON R G,
CE4310,G ,Design of concrete structural systems,9,Yes,SI,AMLAN K SENGUPTA,CE3060 Basic Reinforced Concrete Design or CoT
CE5012,G ,Structural Fire Engineering,9,Yes,SI,Lakshmi Priya P S,Basic Steel/ Concrete Design
CE5014,G ,Sustainable Construction,9,Yes,SI,SIVAKUMAR PALANIAPPAN,NIL
CE5020,G ,Construction Planning and Control,9,Yes,SI,ARITRA PAL; SIVAKUMAR PALANIAPPAN,NIL
CE5235,G ,Understanding climate dynamics and its mysteries,9,No,,SACHIN S GUNTHE,"Basic knowledge about differential equations, radiation physics, and dynamics"
CE5235,G ,Understanding climate dynamics and its mysteries,9,Yes,SI,SACHIN S GUNTHE,"Basic knowledge about differential equations, radiation physics, and dynamics"
CE5815,G ,Introduction to Computational Geomechanics,9,Yes,SI,Chandra Annavarapu; DODAGOUDAR G R,
CE5972,G ,Optimisation Techniques in Transportation Engineering,9,Yes,SI,ANMOL PAHWA,
CE6350,G ,Mechanics and Constitutive Modelling of Geomaterials,10,Yes,SI,ROBINSON R G; Ramesh Kannan Kandasami,
CE6400,G ,Hydrologic Data Analysis and Modeling	,9,Yes,SI,SREEPARVATHY VIJAY,
CE6710,G ,Bridge Engineering,9,Yes,SI,ARUL JAYACHANDRAN S; MURTY C V R,Course in reinforced concrete design
CH2010,G ,Chemical Engineering Thermodynamics,10,No,,Rajnish Kumar,NIL
CH4170,G ,Catalyst Science & Technology,9,Yes,SI,RAMNARAYANAN R,
CH5015,G ,Process Safety,9,Yes,SI,Rajagopalan Srinivasan,
CH5029,G ,Sustainable Plastics,9,Yes,SI,ETHAYARAJA MANI,
CH5130,G ,Rheology of Complex Materials,9,Yes,SI,KHUSHBOO SUMAN,NIL
CH5140,G ,Process Modelling Simulation and Analysis,9,Yes,SI,RENGANATHAN T,"Transport phenomena, Chemical reaction engineering, Numerical methods"
CH5190,G ,Introduction of Macromolecules,9,Yes,SI,ABHIJIT DESHPANDE P,NIL
CH5370,G ,Environmental Quality Monitoring & Analysis,9,Yes,SI,RAVI KRISHNA R,
CH5400,G ,Microelectronic Fabrication,9,Yes,SI,RAMANATHAN S,
CH5440,G ,Multivariate Data Analysis for Process Modeling,9,Yes,SI,KANNAN A,NIL
CH5470,G ,Graph Theory & its applications in Process Design,9,Yes,SI,SHANKAR NARASIMHAN S,NIL
CS6025,G ,Sublinear Algorithms,12,Yes,CG,SHREYAS KIRAN PAI,CS2800 or CS5800
CS6225,G ,Programs and Proofs,12,Yes,CG,K C SIVARAMAKRISHNAN,CS3100 of equivalent
CS6350,G ,Computer Vision,12,Yes,CG,SUKHENDU DAS,
CS6630,G ,Secure Processor Microarchitecture,12,Yes,CG,Chester Rebeiro,CS2600/CS6600 or equivalent
CS6843,G ,Program Analysis,12,Yes,CG,RUPESH NASRE,
CS6851,G ,Distributed Algorithms,12,Yes,CG,SHREYAS KIRAN PAI,
CV5540,G ,Data Analysis and Computation Techniques for Transportation Engineers,9,Yes,SI,ANMOL PAHWA,
CY6123,G ,Asymmetric Organic synthesis,9,No,,ANBARASAN P; SEKAR G,COT
CY6128,G ,Computational Quantum Chemistry and Molecular Simulations,9,No,,SOORAJ K,COT
CY6205,G ,Basic Concepts in X-ray Crystallography and Data Refinements,9,No,,KARTIK CHANDRA MONDAL,
CY6215,G ,Chemistry of Alkali Metal Ion Batteries and Capacitors,9,No,,KOTHANDARAMAN RAMANUJAM; T PALANISELVAM,
DA5000,G ,Mathematical Foundations of Data Science,12,Yes,CG,HARISH GURUPRASAD RAMASWAMY,
DA5400,G ,Foundation of Machine Learning,12,No,,ARUN RAJKUMAR,"Basics of Linear Algebra, Probability, and Statistics"
ED5080,G ,Mechatronics System Design ,9,No,,NILESH JAYANTILAL VASA; Srikanthan Sridharan,"ED2040 for BTech and DD.
CoT for M.Tech., M.S. and Ph.D."
ED5215,G ,Introduction to Motion Planning,9,Yes,SI,Nirav Patel,"ID6040 or ME7020 or a similar course on Introduction to Robotics,
MA2031 or similar course on Linear Algebra and, Programming experience in C++ or Python"
ED5310,G ,Algorithms in Computational Geometry,9,Yes,SI,RAMANATHAN M,Programming - preferably in C or  C++ or Python
ED5340,G ,Data Science: Theory and practice,12,Yes,SI,RAMANATHAN M,ED1021 / CS1100 / ED3170 / Equivalent (or Working knowledge of any programming language) and  Fundamentals in linear algebra / statistics / probability
ED5361,G ,Energy Storage and Conversion Systems,9,Yes,SI,ATRIYA BISWAS; Jayaganthan,
EE1101,G ,Signals and Systems,10,Yes,ST,SHANTI BHATTACHARYA,
EE2703,G ,Applied Programming Lab,5,No,,NITIN CHANDRACHOODAN,
EE2703,G ,Applied Programming Lab,6,No,,NITIN CHANDRACHOODAN,CS1100
EE4502,G ,Optics for Engineers,12,Yes,ST,SHANTI BHATTACHARYA,
EE5150,G ,Communication Networks,12,Yes,ST,VENKATESH R,
EE5178,G ,Modern Computer Vision,12,Yes,ST,KAUSHIK MITRA,"1. A formal course on linear algebra and probability
2. Familiarity with image processing"
EE5179,G ,Deep Learning for Imaging,12,Yes,ST,RAJAGOPALAN A N,
EE5201,G ,Modelling and Analysis of Electric Machines,9,Yes,ST,KAMALESH HATUA,
EE5203,G ,Switched Mode Power Conversion,9,Yes,ST,LAKSHMINARASAMMA N,
EE5312,G ,VLSI Technology,12,Yes,ST,NANDITA DAS GUPTA,EE3301
EE5332,G ,Mapping Signal Processing Algorithms to DSP Architectures,12,Yes,ST,NITIN CHANDRACHOODAN,"UG DSP required, Digital IC design recommended"
EE5348,G ,OLED Display Technology,9,Yes,ST,DEBDUTTA RAY,EE3001 or EE5313 or PH6012 or a similar course (Basic understanding of semiconductor devices)
EE5410,G ,Introduction to Digital Signal Processing,12,No,,ARAVIND R,EE1101 Signals and Systems or equivalent
EE5502,G ,Optical Engineering,12,No,,SHANTI BHATTACHARYA,UG Electromagnetics course
EE6505,G ,"Waveguides, Microwave Circuits, and Antennas",12,Yes,ST,HARISHANKAR RAMACHANDRAN,"EE5505,EE2025"
HS3023,G ,Microeconomics,10,Yes,SI,Anup Kumar Bhandari,
HS3026,G ,Twentieth Century Fiction,10,Yes,SI,MERIN SIMI RAJ,
HS3200,G ,Macroeconomics I,12,Yes,ST,PRAMOD KUMAR NAIK,
HS3420,G ,China in Contemporary Global Politics,9,Yes,SI,JOE THOMAS KARACKATTU,
HS4011,G ,Econometrics,10,Yes,SI,SABUJ KUMAR MANDAL,
HS5025,G ,Linguistic Typology,12,Yes,SI,Anindita Sahoo,NIL
HS5340,G ,"Money, Banking and Financial Markets",12,Yes,CG,PRAMOD KUMAR NAIK,
HS5507,G ,International Relations: Theory and Practice,10,Yes,SI,SONIKA GUPTA,
HS5604,G ,Indian Classics in Context,10,Yes,SI,HEMACHANDRAN KARAH,
HS5608,G ,20th Century Modernisms,10,Yes,SI,AYSHA IQBAL,
HS5640,G ,Advanced Linguistics,12,Yes,SI,RAJESH KUMAR,
HS5702,G ,Macroeconomics 1,10,No,,PRAMOD KUMAR NAIK,Nil
HS5702,G ,Macroeconomics 1,10,Yes,SI,PARAS SACHDEVA,Nil
HS5708,G ,Econometrics 1,10,No,,SABUJ KUMAR MANDAL,
HS5813,G ,Post Colonial & New Writings,12,Yes,SI,MATHANGI KRISHNAMURTHY,
HS5880,G ,Corruption and Development ,12,Yes,SI,SUDHIR CHELLA RAJAN,social and political philosophy
ID5127,G ,Introduction to Atmospheric and Climate Sciences ,10,Yes,SI,Anubhab Roy; CHAKRAVARTHY BALAJI; SACHIN S GUNTHE,
ID6010,G ,Constitutive Modelling in Continuum Mechanics,9,Yes,CG,KRISHNAKANNAN,COT
ID6071,G ,Robot control,12,Yes,SI,BIJO SEBASTIAN,"Basic linear algebra, Calculus"
ID6106,G ,Materials for energy storage and conversion,9,No,,TIJU THOMAS,
ID7020,G ,Finite Elasticity,9,Yes,CG,KRISHNAKANNAN,"ID6010,ME6700"
MA5892,G ,Numerical Methods & Scientific Computing,9,Yes,SI,Priyanka Shukla; SANYASIRAJU Y V S S,
MA5920,G ,Partial Differential Equations,9,Yes,SI,PROSENJIT ROY,Ordinary Differential Equations
MA5950,G ,Mathematical Finance,9,Yes,SI,BARUN SARKAR,MA2040
MA6181,G ,Introduction to Lie Algebras,9,Yes,SI,R. VENKATESH,Modern Algebra
MA6182,G ,Representation Theory of General Linear Lie Algebras,9,Yes,SI,R. VENKATESH,Modern Algebra
MA6230,G ,Graph Theory,9,Yes,SI,NARAYANAN N,NIL
MD2002,G ,Introduction to Anatomy,9,Yes,SI,BOBY  GEORGE,
ME1100,G ,Thermodynamics,10,No,,ADVAITH S; DHIMAN CHATTERJEE; Pallab Sinha Mahapatra,Nil
ME3100,G ,Basic Thermal Engineering,10,Yes,CG,SHALIGRAM TIWARI; SHYAMA PRASAD DAS,
ME5011,G ,Plasticity and damage mechanics,9,Yes,CG,Hariharan,Strength of materials or equivalent
ME5103,G ,Incompressible Fluid Flow ,9,No,,ASHIS KUMAR SEN,COT
ME5115,G ,Surfaces and Interfaces,9,Yes,CG,Pallab Sinha Mahapatra,
ME5235,G ,Signal Processing of Mechanical Systems,10,Yes,CG,PIYUSH SHAKYA,
ME5310,G ,Dispersed Multi-phase Flows,9,Yes,CG,SRIKRISHNA SAHU,Undergraduate courses in Fluid Mechanics and Heat Transfer
ME5323,G ,Microprocessors in Automation,9,No,,SOMASHEKHAR S,NIL
